"","smoc2_normal1","smoc2_normal3","smoc2_normal4","smoc2_fibrosis1","smoc2_fibrosis2","smoc2_fibrosis3","smoc2_fibrosis4"
"ENSMUSG00000095228",0,0,0,0,0,0,0
"ENSMUSG00000095229",0,0,0,0,0,0,0
"ENSMUSG00000095231",0,0,0,0,0,0,0
"ENSMUSG00000095232",0,0,0,0,0,0,0
"ENSMUSG00000095233",0,0,0,0,0,0,1
"ENSMUSG00000095234",0,0,0,0,0,0,0
"ENSMUSG00000095236",0,0,0,0,0,0,0
"ENSMUSG00000095238",0,0,0,0,0,0,0
"ENSMUSG00000095239",0,0,0,0,0,0,0
"ENSMUSG00000095240",0,0,0,0,0,0,0
"ENSMUSG00000095241",0,0,0,0,0,0,0
"ENSMUSG00000095242",0,0,0,0,0,0,0
"ENSMUSG00000095243",0,0,0,0,0,0,0
"ENSMUSG00000095245",1,0,0,0,0,4,0
"ENSMUSG00000095246",0,0,0,0,0,0,0
"ENSMUSG00000095247",0,0,0,0,0,0,0
"ENSMUSG00000095248",0,0,0,0,0,0,0
"ENSMUSG00000095249",0,0,0,0,0,0,0
"ENSMUSG00000095250",0,0,0,0,0,0,0
"ENSMUSG00000095251",0,0,0,0,0,0,0
"ENSMUSG00000095253",214,203,235,451,357,341,302
"ENSMUSG00000095254",0,0,0,0,0,0,0
"ENSMUSG00000095255",0,0,0,0,0,0,0
"ENSMUSG00000095256",0,0,0,0,0,0,0
"ENSMUSG00000095257",0,0,0,0,0,0,0
"ENSMUSG00000095258",0,0,0,0,0,0,0
"ENSMUSG00000095259",0,0,0,0,0,0,0
"ENSMUSG00000095260",0,0,0,0,0,0,0
"ENSMUSG00000095261",0,0,0,0,0,0,0
"ENSMUSG00000095262",0,0,0,1,0,0,0
"ENSMUSG00000095263",0,0,0,0,0,0,0
"ENSMUSG00000095264",0,0,0,0,0,0,0
"ENSMUSG00000095265",0,0,0,0,0,0,0
"ENSMUSG00000095266",0,0,0,0,0,0,0
"ENSMUSG00000095267",0,0,0,0,0,0,0
"ENSMUSG00000095269",0,0,0,0,0,0,0
"ENSMUSG00000095270",0,0,0,0,0,0,0
"ENSMUSG00000095272",0,0,0,0,0,1,0
"ENSMUSG00000095273",0,0,0,0,0,0,0
"ENSMUSG00000095274",0,0,0,0,0,0,0
"ENSMUSG00000095275",0,0,0,0,0,0,0
"ENSMUSG00000095276",0,0,0,0,0,0,0
"ENSMUSG00000095277",0,0,0,0,0,0,0
"ENSMUSG00000095278",0,0,0,0,0,0,0
"ENSMUSG00000095279",0,0,0,0,0,0,0
"ENSMUSG00000095280",0,0,0,0,0,0,0
"ENSMUSG00000095281",0,0,0,0,0,2,0
"ENSMUSG00000095282",0,0,0,0,0,0,0
"ENSMUSG00000095283",0,0,0,0,0,0,0
"ENSMUSG00000095284",0,0,0,0,0,0,0
"ENSMUSG00000095285",0,2,0,2,5,5,13
"ENSMUSG00000095286",0,0,0,0,0,0,0
"ENSMUSG00000095287",0,0,0,0,0,0,0
"ENSMUSG00000095288",1,1,1,1,0,1,1
"ENSMUSG00000095289",0,0,0,0,0,0,0
"ENSMUSG00000095290",0,0,0,0,0,0,0
"ENSMUSG00000095291",0,0,0,0,0,0,0
"ENSMUSG00000095292",0,0,0,0,0,0,0
"ENSMUSG00000095293",0,0,0,0,0,0,0
"ENSMUSG00000095294",0,0,0,0,0,0,0
"ENSMUSG00000095295",0,0,0,0,0,0,0
"ENSMUSG00000095296",0,0,0,0,0,0,0
"ENSMUSG00000095297",0,0,0,0,0,0,0
"ENSMUSG00000095298",4,4,5,15,3,3,9
"ENSMUSG00000095299",0,0,0,0,0,0,0
"ENSMUSG00000095300",20,14,8,1,0,3,0
"ENSMUSG00000095301",0,0,0,0,0,0,0
"ENSMUSG00000095302",0,0,0,0,0,0,0
"ENSMUSG00000095304",0,0,0,0,0,0,0
"ENSMUSG00000095305",0,0,0,0,0,0,0
"ENSMUSG00000095306",0,0,1,19,16,9,10
"ENSMUSG00000095307",0,0,0,0,0,0,0
"ENSMUSG00000095309",0,0,0,0,0,0,0
"ENSMUSG00000095310",0,0,0,0,0,0,0
"ENSMUSG00000095311",1,2,0,3,0,0,0
"ENSMUSG00000095312",0,0,0,0,0,0,0
"ENSMUSG00000095314",0,0,0,0,0,0,0
"ENSMUSG00000095315",1,1,0,12,5,7,10
"ENSMUSG00000095316",0,0,0,0,0,0,0
"ENSMUSG00000095318",0,0,0,0,0,0,0
"ENSMUSG00000095319",0,0,0,0,0,0,0
"ENSMUSG00000095320",0,0,0,0,0,0,0
"ENSMUSG00000095321",0,0,0,0,0,0,0
"ENSMUSG00000095322",0,0,0,0,0,0,0
"ENSMUSG00000095323",0,0,0,0,0,0,0
"ENSMUSG00000095324",0,0,0,0,0,0,0
"ENSMUSG00000095325",176,221,231,332,253,302,256
"ENSMUSG00000095327",0,0,0,0,0,0,0
"ENSMUSG00000095328",0,0,0,0,0,0,0
"ENSMUSG00000095329",0,0,0,0,0,0,0
"ENSMUSG00000095330",0,0,0,0,0,0,0
"ENSMUSG00000095331",0,0,0,0,0,0,0
"ENSMUSG00000095332",28,37,37,74,51,65,65
"ENSMUSG00000095333",0,0,0,0,0,0,0
"ENSMUSG00000095334",0,3,0,3,7,2,2
"ENSMUSG00000095335",1,5,0,0,14,2,0
"ENSMUSG00000095336",0,0,0,0,0,0,0
"ENSMUSG00000095338",0,0,0,0,4,0,0
"ENSMUSG00000095339",0,0,0,0,0,0,0
"ENSMUSG00000095340",0,0,0,0,0,0,0
"ENSMUSG00000095341",0,0,0,0,0,0,0
"ENSMUSG00000095342",0,0,0,0,0,0,0
"ENSMUSG00000095344",0,0,0,0,0,0,0
"ENSMUSG00000095345",0,0,0,0,0,0,0
"ENSMUSG00000095346",0,0,0,0,0,0,0
"ENSMUSG00000095347",0,0,0,0,0,0,0
"ENSMUSG00000095348",0,0,0,0,0,0,0
"ENSMUSG00000095349",0,0,0,0,0,0,0
"ENSMUSG00000095350",0,0,0,0,0,0,0
"ENSMUSG00000095351",5,16,2,6,13,5,4
"ENSMUSG00000095353",0,0,0,0,0,0,0
"ENSMUSG00000095356",0,0,0,0,0,0,0
"ENSMUSG00000095357",0,0,0,0,0,0,0
"ENSMUSG00000095358",0,0,0,0,0,0,0
"ENSMUSG00000095360",0,0,0,0,0,0,0
"ENSMUSG00000095361",1,1,1,0,2,0,2
"ENSMUSG00000095362",48,100,101,136,102,104,116
"ENSMUSG00000095363",0,0,0,0,0,0,0
"ENSMUSG00000095365",0,0,0,0,0,0,0
"ENSMUSG00000095366",0,0,0,0,0,0,0
"ENSMUSG00000095367",0,0,0,0,0,0,0
"ENSMUSG00000095368",0,0,0,0,0,0,0
"ENSMUSG00000095369",1,0,0,1,1,4,0
"ENSMUSG00000095370",0,0,0,0,0,0,0
"ENSMUSG00000095371",0,0,0,0,0,0,0
"ENSMUSG00000095372",0,0,0,0,0,0,0
"ENSMUSG00000095374",0,0,0,0,0,0,0
"ENSMUSG00000095376",0,0,0,0,0,0,0
"ENSMUSG00000095377",0,0,0,0,0,0,0
"ENSMUSG00000095379",0,0,0,0,0,0,0
"ENSMUSG00000095380",0,0,0,0,0,0,0
"ENSMUSG00000095382",0,0,0,0,0,0,0
"ENSMUSG00000095383",0,0,0,0,0,0,0
"ENSMUSG00000095384",0,0,0,0,0,0,0
"ENSMUSG00000095385",3,3,4,8,1,9,0
"ENSMUSG00000095386",2,5,2,0,0,0,0
"ENSMUSG00000095387",0,3,0,0,1,0,0
"ENSMUSG00000095388",80,55,91,11,13,8,9
"ENSMUSG00000095389",0,0,0,0,0,0,0
"ENSMUSG00000095390",0,0,0,0,0,0,0
"ENSMUSG00000095392",0,0,0,0,0,0,0
"ENSMUSG00000095393",0,0,0,0,0,0,0
"ENSMUSG00000095394",0,0,0,0,0,0,0
"ENSMUSG00000095395",0,0,0,0,0,0,0
"ENSMUSG00000095396",0,1,2,1,1,2,1
"ENSMUSG00000095398",0,0,0,0,0,0,0
"ENSMUSG00000095399",0,0,0,0,0,0,0
"ENSMUSG00000095401",0,0,0,0,0,2,0
"ENSMUSG00000095402",0,0,0,0,0,0,0
"ENSMUSG00000095403",70,135,114,372,254,330,196
"ENSMUSG00000095406",1,0,0,0,0,2,0
"ENSMUSG00000095407",3,3,8,2,2,1,0
"ENSMUSG00000095408",0,0,0,0,0,0,0
"ENSMUSG00000095409",0,0,0,0,0,0,0
"ENSMUSG00000095410",0,0,0,0,0,0,0
"ENSMUSG00000095411",0,0,0,0,0,0,0
"ENSMUSG00000095412",0,0,0,0,0,0,0
"ENSMUSG00000095413",0,0,0,0,0,0,0
"ENSMUSG00000095414",0,0,0,0,0,0,0
"ENSMUSG00000095416",0,0,4,0,5,0,2
"ENSMUSG00000095418",0,0,0,0,0,0,0
"ENSMUSG00000095419",0,0,2,0,0,1,0
"ENSMUSG00000095420",0,0,0,0,0,0,0
"ENSMUSG00000095422",0,0,0,0,0,0,0
"ENSMUSG00000095423",0,0,0,0,0,0,0
"ENSMUSG00000095424",0,0,0,0,0,0,0
"ENSMUSG00000095425",0,0,0,0,0,0,0
"ENSMUSG00000095426",0,0,0,0,0,0,0
"ENSMUSG00000095427",1,0,2,2,0,1,1
"ENSMUSG00000095428",0,0,0,0,0,0,0
"ENSMUSG00000095429",0,0,0,6,5,0,0
"ENSMUSG00000095430",0,0,0,0,0,0,0
"ENSMUSG00000095431",0,0,0,0,0,0,0
"ENSMUSG00000095432",199,229,199,508,385,392,354
"ENSMUSG00000095433",0,0,0,0,0,0,0
"ENSMUSG00000095434",0,0,0,0,0,0,0
"ENSMUSG00000095435",0,0,0,0,0,0,0
"ENSMUSG00000095436",0,0,0,0,0,0,0
"ENSMUSG00000095437",0,0,0,0,0,0,0
"ENSMUSG00000095438",1,0,0,0,1,0,0
"ENSMUSG00000095440",427,558,587,998,755,1180,816
"ENSMUSG00000095442",0,0,0,3,0,2,7
"ENSMUSG00000095444",0,0,0,0,0,0,0
"ENSMUSG00000095445",0,0,0,0,0,0,0
"ENSMUSG00000095446",0,0,0,0,0,0,0
"ENSMUSG00000095447",0,0,0,0,0,0,0
"ENSMUSG00000095448",0,0,0,1,0,0,0
"ENSMUSG00000095449",0,0,0,0,0,0,0
"ENSMUSG00000095450",0,0,0,0,0,0,0
"ENSMUSG00000095452",0,0,0,0,0,0,0
"ENSMUSG00000095453",0,0,0,0,0,0,0
"ENSMUSG00000095455",0,0,0,0,0,0,0
"ENSMUSG00000095456",0,0,0,0,0,0,0
"ENSMUSG00000095457",0,0,0,13,15,5,6
"ENSMUSG00000095458",0,0,0,0,0,0,0
"ENSMUSG00000095460",0,0,0,0,0,0,0
"ENSMUSG00000095462",0,0,0,0,0,0,0
"ENSMUSG00000095463",0,0,0,0,0,0,0
"ENSMUSG00000095464",0,0,0,0,0,0,0
"ENSMUSG00000095465",0,0,0,0,0,0,0
"ENSMUSG00000095466",0,0,0,0,0,0,0
"ENSMUSG00000095467",0,0,0,0,0,0,0
"ENSMUSG00000095469",0,0,0,0,0,0,0
"ENSMUSG00000095470",0,0,0,0,0,0,0
"ENSMUSG00000095472",0,0,0,0,0,0,0
"ENSMUSG00000095474",0,0,0,0,0,0,0
"ENSMUSG00000095475",0,0,0,0,0,0,0
"ENSMUSG00000095476",0,0,0,0,0,0,0
"ENSMUSG00000095477",1,1,1,0,1,2,2
"ENSMUSG00000095478",6,8,7,6,4,5,2
"ENSMUSG00000095479",0,0,0,0,0,0,0
"ENSMUSG00000095482",0,0,0,0,0,0,0
"ENSMUSG00000095483",0,0,0,0,0,0,0
"ENSMUSG00000095484",0,0,0,0,0,0,0
"ENSMUSG00000095486",0,0,0,0,0,0,0
"ENSMUSG00000095487",0,0,0,0,0,0,0
"ENSMUSG00000095489",0,0,0,0,0,0,0
"ENSMUSG00000095490",0,0,0,0,0,0,0
"ENSMUSG00000095491",0,0,0,0,0,0,0
"ENSMUSG00000095492",0,0,0,0,0,0,0
"ENSMUSG00000095493",0,0,0,3,1,6,1
"ENSMUSG00000095494",0,0,0,0,0,0,0
"ENSMUSG00000095495",0,0,0,0,0,0,0
"ENSMUSG00000095497",0,1,0,7,0,0,0
"ENSMUSG00000095498",0,0,0,0,0,0,0
"ENSMUSG00000095499",0,0,0,0,0,0,0
"ENSMUSG00000095500",0,0,0,0,0,0,0
"ENSMUSG00000095501",0,0,0,0,0,0,0
"ENSMUSG00000095502",0,0,0,0,0,0,0
"ENSMUSG00000095503",0,0,0,0,0,0,0
"ENSMUSG00000095504",0,0,0,0,0,0,0
"ENSMUSG00000095505",0,0,0,0,0,0,0
"ENSMUSG00000095506",0,0,0,0,0,0,0
"ENSMUSG00000095507",0,0,0,0,0,0,0
"ENSMUSG00000095508",0,0,0,0,0,0,0
"ENSMUSG00000095509",0,0,0,0,0,0,0
"ENSMUSG00000095510",0,0,0,0,0,0,0
"ENSMUSG00000095511",0,0,0,0,0,0,0
"ENSMUSG00000095512",0,0,0,0,0,0,0
"ENSMUSG00000095513",0,0,0,0,0,0,0
"ENSMUSG00000095514",1,0,0,2,0,1,3
"ENSMUSG00000095516",1,0,0,0,0,0,0
"ENSMUSG00000095517",0,0,0,0,0,0,0
"ENSMUSG00000095518",0,0,0,0,0,2,0
"ENSMUSG00000095519",0,0,0,2,0,2,4
"ENSMUSG00000095520",0,0,0,0,0,0,0
"ENSMUSG00000095521",0,0,0,0,0,0,0
"ENSMUSG00000095522",0,0,0,0,0,0,0
"ENSMUSG00000095523",0,0,0,0,0,0,0
"ENSMUSG00000095524",0,1,3,1,1,0,0
"ENSMUSG00000095525",0,0,0,0,0,0,0
"ENSMUSG00000095526",0,0,0,0,0,0,0
"ENSMUSG00000095527",0,0,0,0,0,0,0
"ENSMUSG00000095528",0,0,0,0,0,0,0
"ENSMUSG00000095529",0,0,0,0,0,0,0
"ENSMUSG00000095530",0,0,0,0,0,0,0
"ENSMUSG00000095531",0,0,0,0,0,0,0
"ENSMUSG00000095532",0,0,0,0,0,0,0
"ENSMUSG00000095533",0,0,0,0,0,0,0
"ENSMUSG00000095534",0,0,0,0,0,0,0
"ENSMUSG00000095536",0,0,0,0,0,0,0
"ENSMUSG00000095537",0,0,0,0,0,0,0
"ENSMUSG00000095538",0,0,0,0,0,0,0
"ENSMUSG00000095539",0,0,0,0,0,0,0
"ENSMUSG00000095540",0,0,0,0,0,0,0
"ENSMUSG00000095541",0,0,0,0,0,0,0
"ENSMUSG00000095542",0,0,0,0,0,0,0
"ENSMUSG00000095543",0,0,0,0,0,0,0
"ENSMUSG00000095544",0,0,0,0,0,0,0
"ENSMUSG00000095545",0,0,0,0,0,0,0
"ENSMUSG00000095546",0,0,0,0,0,0,0
"ENSMUSG00000095547",0,0,0,0,0,0,0
"ENSMUSG00000095549",0,0,0,0,0,0,0
"ENSMUSG00000095550",0,0,0,0,0,0,0
"ENSMUSG00000095551",0,0,0,0,0,0,0
"ENSMUSG00000095552",0,0,0,0,0,0,0
"ENSMUSG00000095553",0,0,0,0,0,0,0
"ENSMUSG00000095554",0,0,0,0,0,0,0
"ENSMUSG00000095555",0,0,0,0,0,0,0
"ENSMUSG00000095557",0,0,0,0,0,0,0
"ENSMUSG00000095558",0,0,0,0,0,0,0
"ENSMUSG00000095559",0,0,0,0,0,0,0
"ENSMUSG00000095560",0,0,0,0,0,0,0
"ENSMUSG00000095561",0,0,0,0,0,0,0
"ENSMUSG00000095562",33,30,124,168,146,250,44
"ENSMUSG00000095563",0,0,0,0,0,0,0
"ENSMUSG00000095564",0,0,1,1,0,0,0
"ENSMUSG00000095565",0,1,0,11,35,5,1
"ENSMUSG00000095567",771,1003,1051,2459,2008,1854,1553
"ENSMUSG00000095569",0,0,0,0,0,0,0
"ENSMUSG00000095570",0,0,0,0,0,0,0
"ENSMUSG00000095571",0,9,2,4,8,12,8
"ENSMUSG00000095572",0,0,0,0,0,0,0
"ENSMUSG00000095573",0,0,0,0,0,0,0
"ENSMUSG00000095574",0,0,0,0,2,2,0
"ENSMUSG00000095576",0,0,0,0,0,0,0
"ENSMUSG00000095577",0,0,0,0,0,0,0
"ENSMUSG00000095578",0,0,0,0,0,0,0
"ENSMUSG00000095580",0,0,0,0,0,0,0
"ENSMUSG00000095581",0,0,0,0,0,0,0
"ENSMUSG00000095583",0,3,0,7,5,3,9
"ENSMUSG00000095584",0,0,0,0,1,0,0
"ENSMUSG00000095585",0,0,0,0,0,0,0
"ENSMUSG00000095586",0,0,0,0,0,0,0
"ENSMUSG00000095587",0,0,0,0,0,0,0
"ENSMUSG00000095588",13,11,3,7,5,0,3
"ENSMUSG00000095589",0,0,0,3,0,0,9
"ENSMUSG00000095590",0,0,0,0,0,0,0
"ENSMUSG00000095591",0,0,0,0,0,0,0
"ENSMUSG00000095592",0,0,0,0,0,0,0
"ENSMUSG00000095593",0,0,0,0,0,0,0
"ENSMUSG00000095594",0,0,0,0,0,0,0
"ENSMUSG00000095595",0,0,0,0,0,0,0
"ENSMUSG00000095596",0,0,0,0,0,0,0
"ENSMUSG00000095597",64,93,86,184,142,119,137
"ENSMUSG00000095599",0,0,0,0,0,0,0
"ENSMUSG00000095600",0,1,0,1,0,3,0
"ENSMUSG00000095601",0,0,0,0,0,0,0
"ENSMUSG00000095602",0,0,0,0,0,0,0
"ENSMUSG00000095603",0,0,0,0,0,0,0
"ENSMUSG00000095604",0,0,0,0,0,0,0
"ENSMUSG00000095605",0,0,0,0,0,0,0
"ENSMUSG00000095606",0,0,0,0,0,0,0
"ENSMUSG00000095607",0,0,0,1,0,0,0
"ENSMUSG00000095608",0,0,0,0,0,0,0
"ENSMUSG00000095609",0,0,0,3,3,3,2
"ENSMUSG00000095610",0,0,0,0,0,0,0
"ENSMUSG00000095612",1,2,0,1,2,3,12
"ENSMUSG00000095614",0,0,0,0,0,0,0
"ENSMUSG00000095615",1,0,3,0,5,0,1
"ENSMUSG00000095616",0,1,0,0,0,1,0
"ENSMUSG00000095618",0,0,0,0,0,0,0
"ENSMUSG00000095619",0,0,0,0,0,0,0
"ENSMUSG00000095620",1,0,1,0,0,0,0
"ENSMUSG00000095621",0,0,0,0,0,0,0
"ENSMUSG00000095623",0,0,0,0,0,0,0
"ENSMUSG00000095624",0,0,0,0,0,0,0
"ENSMUSG00000095625",0,0,0,0,0,0,0
"ENSMUSG00000095626",0,0,0,0,0,0,0
"ENSMUSG00000095627",0,0,0,0,0,0,0
"ENSMUSG00000095628",0,0,0,0,0,0,0
"ENSMUSG00000095629",0,0,0,0,0,0,0
"ENSMUSG00000095630",1,34,4,1,27,1,26
"ENSMUSG00000095631",0,0,0,0,0,0,0
"ENSMUSG00000095632",0,0,0,0,0,0,0
"ENSMUSG00000095633",0,1,0,0,22,3,8
"ENSMUSG00000095634",0,0,0,0,0,0,0
"ENSMUSG00000095635",0,0,0,0,0,0,2
"ENSMUSG00000095636",0,0,0,0,0,0,0
"ENSMUSG00000095637",0,0,0,0,0,0,0
"ENSMUSG00000095638",0,0,0,0,0,0,0
"ENSMUSG00000095639",0,0,0,0,0,0,0
"ENSMUSG00000095640",0,0,0,0,0,0,0
"ENSMUSG00000095641",0,0,0,0,0,0,0
"ENSMUSG00000095642",0,5,3,1,11,10,7
"ENSMUSG00000095643",0,0,0,0,0,0,0
"ENSMUSG00000095645",0,0,0,0,0,0,0
"ENSMUSG00000095646",0,0,0,0,1,0,0
"ENSMUSG00000095647",0,0,0,0,0,0,0
"ENSMUSG00000095648",0,0,0,0,1,0,0
"ENSMUSG00000095649",0,0,1,16,18,5,14
"ENSMUSG00000095650",0,0,0,0,0,0,0
"ENSMUSG00000095651",3,3,1,9,8,9,5
"ENSMUSG00000095652",0,0,0,0,0,0,0
"ENSMUSG00000095653",0,0,0,0,0,0,0
"ENSMUSG00000095654",10,6,3,2,0,1,2
"ENSMUSG00000095655",0,0,0,0,0,0,0
"ENSMUSG00000095656",0,0,0,0,0,0,0
"ENSMUSG00000095657",0,0,0,0,0,0,0
"ENSMUSG00000095658",0,0,0,0,0,0,0
"ENSMUSG00000095659",0,0,0,0,0,0,0
"ENSMUSG00000095660",0,0,0,0,0,0,0
"ENSMUSG00000095661",0,0,0,5,1,0,0
"ENSMUSG00000095662",0,0,0,0,0,0,0
"ENSMUSG00000095663",1,0,0,0,0,0,0
"ENSMUSG00000095664",0,0,0,0,0,0,0
"ENSMUSG00000095666",0,0,0,0,0,0,0
"ENSMUSG00000095667",0,0,0,0,0,0,0
"ENSMUSG00000095668",0,0,0,1,3,3,0
"ENSMUSG00000095670",0,0,0,0,0,0,0
"ENSMUSG00000095671",0,0,0,0,0,0,0
"ENSMUSG00000095672",0,0,0,0,0,0,0
"ENSMUSG00000095673",0,0,0,0,0,0,0
"ENSMUSG00000095674",0,0,0,0,0,0,0
"ENSMUSG00000095675",0,0,0,0,0,0,0
"ENSMUSG00000095676",3,1,3,0,1,1,2
"ENSMUSG00000095677",56,32,33,208,98,94,61
"ENSMUSG00000095678",0,0,0,0,0,0,0
"ENSMUSG00000095680",0,0,0,0,0,0,0
"ENSMUSG00000095681",0,0,0,0,0,0,0
"ENSMUSG00000095682",1,0,0,10,4,0,3
"ENSMUSG00000095683",0,0,0,0,0,0,0
"ENSMUSG00000095684",1,0,0,0,0,0,0
"ENSMUSG00000095685",0,0,0,0,0,0,0
"ENSMUSG00000095686",0,0,0,0,0,0,0
"ENSMUSG00000095687",128,184,283,263,242,232,166
"ENSMUSG00000095689",0,0,0,0,0,0,0
"ENSMUSG00000095690",1,4,1,11,9,4,6
"ENSMUSG00000095691",0,0,0,0,0,0,0
"ENSMUSG00000095692",0,0,0,0,0,0,0
"ENSMUSG00000095693",0,0,0,0,0,0,0
"ENSMUSG00000095696",0,0,0,0,0,0,0
"ENSMUSG00000095697",0,0,0,0,0,0,0
"ENSMUSG00000095698",0,0,0,0,0,0,0
"ENSMUSG00000095699",0,0,0,0,0,0,0
"ENSMUSG00000095700",0,9,0,0,3,0,15
"ENSMUSG00000095701",0,0,0,0,0,0,0
"ENSMUSG00000095702",0,0,0,0,0,0,0
"ENSMUSG00000095703",0,0,0,0,0,0,0
"ENSMUSG00000095704",2,7,0,1,1,0,2
"ENSMUSG00000095705",0,0,0,0,0,0,0
"ENSMUSG00000095706",0,0,0,0,0,0,0
"ENSMUSG00000095709",0,0,0,0,0,0,0
"ENSMUSG00000095710",0,0,0,0,0,0,0
"ENSMUSG00000095711",0,0,0,0,0,0,0
"ENSMUSG00000095712",1,1,1,1,0,1,3
"ENSMUSG00000095713",0,0,0,0,0,0,0
"ENSMUSG00000095714",0,0,0,0,0,0,0
"ENSMUSG00000095716",0,0,0,0,0,0,0
"ENSMUSG00000095717",0,0,0,0,0,0,0
"ENSMUSG00000095718",0,0,0,0,0,0,0
"ENSMUSG00000095720",0,0,0,0,0,0,0
"ENSMUSG00000095721",0,0,0,0,0,0,0
"ENSMUSG00000095722",0,0,0,0,0,0,0
"ENSMUSG00000095723",0,0,0,0,0,0,0
"ENSMUSG00000095724",0,0,0,0,0,0,0
"ENSMUSG00000095725",0,0,0,0,0,0,0
"ENSMUSG00000095727",0,0,0,0,0,0,0
"ENSMUSG00000095728",0,0,0,0,0,0,0
"ENSMUSG00000095729",0,0,0,0,0,0,0
"ENSMUSG00000095730",2,9,4,16,4,10,10
"ENSMUSG00000095731",0,0,0,0,0,0,0
"ENSMUSG00000095732",0,0,0,0,0,0,0
"ENSMUSG00000095734",0,0,0,0,0,0,0
"ENSMUSG00000095736",0,0,0,0,0,0,1
"ENSMUSG00000095737",0,0,0,0,1,0,0
"ENSMUSG00000095738",0,0,0,0,0,0,0
"ENSMUSG00000095739",0,0,0,0,0,0,0
"ENSMUSG00000095740",0,0,0,0,0,0,0
"ENSMUSG00000095741",0,0,0,0,0,0,0
"ENSMUSG00000095742",192,230,236,1397,1149,1646,673
"ENSMUSG00000095743",0,0,0,0,0,0,0
"ENSMUSG00000095744",0,0,0,0,0,0,0
"ENSMUSG00000095745",0,0,0,0,0,0,0
"ENSMUSG00000095747",0,0,0,1,0,0,1
"ENSMUSG00000095749",0,0,0,0,0,0,0
"ENSMUSG00000095752",1,0,0,0,1,1,1
"ENSMUSG00000095753",4,0,0,6,0,2,4
"ENSMUSG00000095754",0,0,0,0,0,0,0
"ENSMUSG00000095755",0,0,0,0,0,0,0
"ENSMUSG00000095756",0,0,0,0,0,0,0
"ENSMUSG00000095757",0,0,0,0,0,0,0
"ENSMUSG00000095758",0,0,0,0,0,0,0
"ENSMUSG00000095759",0,0,0,0,0,0,0
"ENSMUSG00000095761",0,2,1,1,9,0,4
"ENSMUSG00000095762",4,16,8,11,3,8,6
"ENSMUSG00000095763",0,0,0,0,0,0,0
"ENSMUSG00000095764",0,0,0,0,0,0,0
"ENSMUSG00000095765",0,0,0,0,0,0,0
"ENSMUSG00000095766",0,0,0,2,3,1,1
"ENSMUSG00000095768",0,0,0,0,0,0,0
"ENSMUSG00000095769",0,0,0,0,0,0,0
"ENSMUSG00000095770",0,0,0,0,0,0,0
"ENSMUSG00000095771",0,3,3,12,12,7,19
"ENSMUSG00000095772",0,0,0,0,0,0,0
"ENSMUSG00000095773",0,0,0,0,0,0,0
"ENSMUSG00000095774",0,0,0,0,0,0,0
"ENSMUSG00000095776",0,0,0,0,0,0,0
"ENSMUSG00000095778",0,0,0,0,0,0,0
"ENSMUSG00000095779",0,0,0,0,0,0,0
"ENSMUSG00000095780",0,0,0,0,0,0,0
"ENSMUSG00000095782",0,0,0,0,0,0,0
"ENSMUSG00000095785",0,0,0,0,0,0,0
"ENSMUSG00000095786",0,0,0,0,0,0,0
"ENSMUSG00000095787",0,0,0,5,0,3,0
"ENSMUSG00000095788",3,2,3,59,62,44,28
"ENSMUSG00000095789",22,54,50,57,28,37,30
"ENSMUSG00000095791",0,0,0,0,0,0,0
"ENSMUSG00000095792",0,0,0,0,0,0,0
"ENSMUSG00000095793",0,0,0,0,0,0,0
"ENSMUSG00000095794",0,4,2,4,6,6,3
"ENSMUSG00000095796",0,0,0,0,0,0,0
"ENSMUSG00000095797",0,0,0,0,0,0,0
"ENSMUSG00000095798",0,1,0,0,0,0,0
"ENSMUSG00000095799",0,0,0,0,0,0,0
"ENSMUSG00000095802",0,0,0,0,0,0,0
"ENSMUSG00000095803",0,0,0,0,0,0,0
"ENSMUSG00000095804",0,0,0,0,0,0,0
"ENSMUSG00000095805",0,0,0,0,0,0,0
"ENSMUSG00000095806",0,0,0,0,0,0,0
"ENSMUSG00000095807",0,0,0,0,0,0,0
"ENSMUSG00000095809",0,0,0,0,0,0,0
"ENSMUSG00000095812",0,0,0,0,0,2,0
"ENSMUSG00000095813",0,0,0,0,0,0,0
"ENSMUSG00000095814",0,0,0,0,0,0,0
"ENSMUSG00000095816",0,0,0,0,0,0,0
"ENSMUSG00000095817",0,0,0,0,0,0,0
"ENSMUSG00000095818",0,0,0,0,1,0,0
"ENSMUSG00000095820",0,0,0,0,0,0,0
"ENSMUSG00000095821",0,0,0,0,0,0,0
"ENSMUSG00000095822",0,0,0,0,0,0,0
"ENSMUSG00000095824",0,0,0,0,0,0,0
"ENSMUSG00000095825",0,1,0,0,2,0,0
"ENSMUSG00000095826",0,0,0,0,0,0,0
"ENSMUSG00000095827",0,0,0,0,0,0,0
"ENSMUSG00000095828",0,0,0,0,0,0,0
"ENSMUSG00000095829",0,0,0,0,0,0,0
"ENSMUSG00000095831",0,0,0,0,0,0,0
"ENSMUSG00000095834",0,0,0,1,0,0,0
"ENSMUSG00000095836",0,0,0,7,6,5,4
"ENSMUSG00000095837",0,0,0,0,0,0,0
"ENSMUSG00000095839",0,0,0,0,0,0,0
"ENSMUSG00000095841",0,0,3,1,1,0,2
"ENSMUSG00000095842",0,0,0,0,0,0,0
"ENSMUSG00000095843",0,0,0,0,0,0,0
